"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,民享里,820,590497,8329,7833,509545,24351,4854,556,720,26968,0,7041,237,63,407919,488773,928
,民生里,1349,1149605,6530,9798,982756,46228,13304,3614,1252,72406,1310,9951,283,2173,809625,976469,1831
,國光里,1172,964129,10642,12869,816451,38203,7142,11189,1497,56014,1659,7557,0,905,667244,814922,689
,福和里,1142,1071473,7683,19659,740053,43211,14471,1929,681,232947,278,6570,251,3741,603649,935042,1659
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,秀成里,1157,1021549,7529,14697,823289,48392,12357,1638,1944,90193,496,11794,269,8952,681749,880008,2082
,秀福里,1609,1544151,9646,19916,1216342,77824,19321,2974,1553,175317,705,13901,709,5943,1024983,1352560,3513
,華新里,2216,1820989,25003,18866,1589326,60201,13137,6248,4982,78596,339,20147,1485,2660,1298750,1530422,4796
,壽南里,667,522525,10482,12346,420370,24443,12726,2119,488,34164,60,4453,72,801,341727,443882,1355
,文元里,1652,1167227,15957,14105,974139,51859,15222,2687,1641,73304,889,14065,77,3282,774383,967437,873
,明德里,1153,829522,9948,5893,706658,30905,5673,1442,879,56640,0,9443,1223,817,561989,684853,2386
,信和里,1106,836257,9375,14284,689826,37139,11853,1716,936,58868,91,8233,107,3830,555514,701939,708
,福祥里,1514,1250449,22972,17980,1009020,49055,26597,3425,1304,102154,1205,12779,220,3738,823834,1065243,1560
,景文里,1088,1083619,15163,6636,897800,47948,18439,3798,1008,69033,1811,14035,251,7695,764718,950280,1376
,錦昌里,672,730192,4097,17567,564532,32989,8276,2946,744,71255,508,25874,460,945,478501,644148,2535
,民安里,1507,1155691,13969,11619,982232,41806,24405,2880,1207,65737,538,9090,0,2209,791011,964465,798
,安穗里,1400,1157528,10846,17965,957002,39469,19636,2908,1436,90627,76,15771,83,1708,775590,976109,1178
,明穗里,1541,1275367,12752,14806,1071112,53931,11199,2946,1847,91226,590,13353,215,1391,878039,1082286,2002
,自強里,1550,1322285,14238,11523,971028,40158,5618,1366,2727,261503,441,9656,671,3356,773835,1125073,1978
,正行里,995,910318,5708,5118,769238,35088,5256,2848,1855,68670,547,13275,11,2705,637473,778553,640
,德行里,2317,2576577,19288,53542,2077103,99649,34376,7466,3377,242646,4047,31251,977,2854,1776000,2273222,5206
,安順里,1481,1482922,8797,27754,1136625,75490,20317,3760,1217,179892,1351,12954,2761,12004,956740,1303082,6210
,宜安里,622,583333,4558,5203,457873,32311,10671,1199,360,59790,1290,8560,0,1519,383712,509173,319
,秀義里,827,756650,4366,19938,590734,37159,16899,507,602,76943,3198,4130,365,1807,487351,653267,1763
,秀士里,707,641215,2693,6803,535857,34577,9131,2969,789,42184,0,4665,0,1547,443196,548656,490
,興南里,931,706406,8077,9846,552325,37344,29406,10312,986,44847,79,9719,814,2650,445894,599974,1881
,景本里,617,474099,4006,9697,371516,29862,12552,1319,426,39369,10,3708,943,691,300461,402347,2449
,中興里,2270,2404386,47406,39490,1928678,102347,27857,15041,3022,202047,961,28578,188,8769,1628941,2103660,3657
,吉興里,1038,1030987,12053,11715,844090,47461,11198,5872,3448,74835,1329,12796,240,5950,710069,894456,1206
,福南里,1291,1060023,11532,26957,894414,42899,7749,2655,1452,54918,733,9359,578,6776,728232,893835,1787
,正南里,990,683700,6162,9654,569499,33013,9010,1725,886,38413,0,12995,0,2344,450776,564984,354
,錦盛里,1120,829341,7991,7563,697077,29392,5080,2084,1187,71274,1492,5420,0,782,555485,687748,292
,中山里,881,727387,8567,9884,582868,28715,21628,1964,998,53167,1910,5334,33,12319,473268,617828,751
,冠穗里,1099,946097,12988,11610,767041,38821,11302,955,1340,84742,57,15578,0,1664,632297,811341,362
,嘉慶里,1204,880879,10495,10508,740084,30906,20227,2816,1271,45686,481,14641,148,3617,586235,727020,1143
,錦中里,1178,952284,15034,11794,756040,38354,18113,2070,814,98898,9,10123,12,1022,607998,804238,1563
,員富里,998,741151,10372,9736,619160,22407,10365,1945,647,58910,904,5278,758,670,491173,613164,1948
,民有里,871,645277,6010,7856,520454,27465,8726,1340,421,60508,85,10037,166,2207,415273,540095,730
,碧河里,1369,1288018,11782,10333,1021669,47308,33093,7282,1212,139090,154,14382,7,1707,846370,1112719,891
,國華里,985,769403,13457,10494,659853,24968,4412,1992,1429,43000,1558,7299,125,817,533248,642794,1699
,其　他,28,16685,11,5,15608,421,196,0,91,322,0,30,0,0,12020,13098,42
,合　計,124326,110716694,1153180,1635101,88587430,4959968,1782745,460521,135333,10111508,128181,1263226,42100,457400,73155903,95265883,195055
土城區,埤塘里,1034,758994,14862,10602,593876,28266,20870,2304,694,78602,48,5144,29,3694,462182,627303,683
,土城里,578,425498,3981,10214,343036,17717,10570,1206,501,33095,0,4108,165,904,274718,357180,1021
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,員林里,1763,1451213,16932,28209,1095860,53518,38043,5591,1278,181954,2153,19688,25,7962,872561,1228027,699
,貨饒里,1251,892437,10209,12378,727474,39874,18607,1272,2936,68317,178,10332,206,653,574947,739910,714
,柑林里,962,877991,6888,13624,732083,29581,11485,3278,1492,69523,554,6948,19,2516,603112,749001,511
,埤林里,2732,2481284,27524,45919,2034955,92001,35971,8892,2649,192394,907,34434,192,5446,1676410,2122694,2523
,峰廷里,2015,1349859,18275,16203,1137451,38181,15179,3874,1401,102438,890,12838,236,2890,878714,1091122,1890
,廷寮里,1305,967227,25780,9560,773390,36761,19793,4092,943,86754,0,8257,0,1897,607910,801747,191
,清水里,2299,1670915,22755,28584,1405449,53389,16057,3191,1559,120419,1882,13716,880,3033,1108261,1373731,3385
,清化里,423,407550,6167,4909,230372,10632,19753,993,241,131186,456,1388,11,1441,180364,357542,388
,大安里,1424,1108381,18331,6371,773657,42528,47702,4334,1346,199976,0,7937,830,5370,599568,934292,2292
,永寧里,2454,1865207,23316,19329,1543598,56783,22536,6363,2447,168737,792,16829,690,3788,1221151,1542709,2586
,祖田里,424,262927,2977,1975,227259,7429,5537,606,228,13244,0,3205,0,467,172677,208346,32
,頂埔里,1431,1190646,11521,9904,858196,34127,14211,27235,2363,218336,163,10552,853,3184,671558,1003992,2225
,沛陂里,1379,1107542,17142,11319,850115,30361,11955,6972,1198,166069,98,8727,316,3272,668333,925760,1104
,頂新里,846,807890,13425,11681,681890,23807,4537,3553,2844,53388,68,9163,116,3419,565858,691742,1250
,長風里,640,592097,11510,12311,463847,43132,3319,2090,631,46851,477,6618,442,870,381954,510118,1589
,頂福里,1404,939628,19447,9025,805467,29495,8504,4381,899,48448,631,11361,0,1970,621233,755394,133
,員仁里,1696,1160857,18609,10623,871836,37802,36653,3339,1143,167685,123,9596,336,3113,658842,947863,1302
,日新里,1355,959597,11931,9138,809046,30096,19767,1750,1139,66131,262,7810,788,1740,640917,790732,1657
,瑞興里,875,652223,10649,7719,545801,25098,9310,1084,433,44350,1240,5607,0,932,434234,540656,248
,清溪里,1904,1574420,22845,35007,1264168,61115,19341,4581,2288,148894,1571,12165,246,2199,1022841,1333045,2349
,清和里,1683,1075884,12879,14788,929957,28123,7860,4376,1100,66279,0,8378,202,1940,714276,860202,1255
,永豐里,1263,1148737,15888,11959,953431,40713,11716,3122,997,88661,0,17251,138,4860,783821,979127,800
,日和里,1653,1200977,17342,16363,987193,37297,21007,4820,1664,102816,0,9487,152,2837,781261,995045,1321
,平和里,1962,1386476,26596,11194,1169424,44987,16578,5550,1991,96577,993,10845,188,1553,919023,1136137,1734
,樂利里,1646,1194043,16380,19028,1017840,43002,19804,3296,1123,57699,39,13149,0,2685,809919,986432,1021
,廣福里,1765,1596976,16695,20866,1220118,67742,29633,5622,1805,208901,287,20166,0,5140,990245,1369769,1078
,學府里,1088,816327,9989,12248,654491,32059,32382,2067,851,59020,86,11644,0,1489,516978,678814,657
,延壽里,1269,877471,19156,11779,726365,25596,11294,2860,950,58540,0,16289,0,4645,565381,716490,252
,安和里,1387,988549,16933,8198,875781,26907,5606,1863,1091,44832,266,6439,0,633,691214,803983,639
,青雲里,827,618318,9634,8049,506665,24688,10271,4594,477,44501,0,6081,60,3298,405887,517540,453
,員福里,1626,1213469,14887,27973,944206,49659,30849,2723,2157,115118,3679,17533,622,4061,743685,1012954,1920
,延吉里,1103,700349,13708,8477,597651,20552,4130,2438,2522,40049,7,9621,8,1186,459689,562387,361
,復興里,1386,1102198,19777,19712,905368,39027,12738,2084,1736,87916,667,7160,192,5821,731431,928136,1666
,裕生里,1678,1333452,16484,18059,1090891,46878,20910,19368,1552,103004,301,10561,369,5074,879718,1121910,1618
,員信里,1296,995031,8921,13987,797626,39186,21220,2801,1365,93667,896,12383,0,2977,633651,831056,373
,延和里,1891,1476652,22280,17224,1212309,44391,29075,2746,1570,124301,14,19945,0,2798,964647,1228991,460
,學成里,953,772531,7496,9861,618668,22299,10264,2301,776,90626,0,8664,631,944,492671,646524,1759
,永富里,1402,922647,14890,8935,804666,27964,6616,2808,2656,45372,24,7040,13,1664,623501,741482,950
,中正里,952,770501,8067,16557,641291,26556,9184,3136,617,54762,0,7542,275,2515,519020,648230,1100
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,學士里,1447,1465541,13929,18924,1218687,57456,14541,4290,2690,106001,5073,21087,264,2599,1022463,1269336,1835
,明德里,1900,2024708,19844,22872,1627411,77058,34836,6872,2691,201357,418,20390,1268,9691,1372517,1769521,4503
,廣興里,1081,880617,13033,12759,714647,32121,13869,742,809,79937,804,8417,152,3328,578870,744804,1096
,青山里,832,580261,13969,8158,475867,19013,11182,1514,620,44039,1139,4222,49,490,372284,476678,361
,金城里,1738,1452535,17855,18812,1242665,43445,9731,4598,2452,92602,795,16764,36,2782,1008530,1218397,657
,延祿里,1098,748818,12060,8723,649253,19931,9567,2833,1189,34669,87,7172,0,3334,507600,607164,166
,其　他,4,2683,0,0,2401,39,0,156,0,39,0,48,0,0,2077,2359,0
,合　計,65124,50850137,713767,690111,41353697,1758384,814567,200557,68102,4548076,28070,524700,11000,139107,32988702,42486372,56807
瑞芳區,龍潭里,252,210038,2504,5068,158103,13302,11334,435,94,14275,0,4739,4,181,130763,182698,298
,龍鎮里,376,251086,4723,2883,211287,11218,3887,400,165,14203,193,1625,0,502,166087,205887,55
,龍山里,379,247568,829,2441,221490,9780,471,180,215,10501,245,1351,0,65,175312,201390,146
,龍川里,519,332682,3632,2793,292061,9997,2669,286,294,17018,0,3187,0,745,229107,269729,266
,龍安里,179,120216,1414,709,107950,3649,305,50,96,3743,0,1705,288,307,84647,96912,601
,柑坪里,308,187995,2620,1478,170768,4492,871,86,332,5489,0,1010,0,849,132791,150019,130
,爪峰里,1116,712142,10840,4522,627103,25965,3415,1263,692,31150,222,4394,0,2576,485343,570383,88
,基山里,90,58069,2231,37,49705,1825,925,158,24,3010,0,149,0,3,39471,47834,211
,永慶里,77,50924,568,1119,39404,1935,633,0,44,5781,0,795,0,645,31362,42882,4
,崇文里,81,60116,1400,571,43877,2860,2662,0,70,8224,0,378,0,75,35795,52033,0
,福住里,35,24337,307,42,19646,1732,1009,0,11,1332,0,33,0,225,16014,20705,8
,頌德里,89,52380,628,253,42685,2043,1329,83,125,4885,0,349,0,0,33463,43159,3
,瓜山里,52,39660,703,9,33417,1095,718,0,12,3615,0,91,0,0,26908,33150,0
,石山里,85,67417,2927,320,56020,2751,1447,202,52,2843,0,221,552,82,45339,56581,1151
,新山里,86,50452,189,193,43677,1306,487,1,7,4389,0,202,0,0,33482,40256,54
,銅山里,52,31022,87,0,28571,947,197,0,4,957,0,257,0,2,22482,24933,1
,龍興里,655,539748,10580,17915,430673,30961,7768,734,671,35054,31,3745,0,1615,350977,460052,430
,濓洞里,138,93937,369,351,82263,2932,421,0,69,6913,0,343,186,91,65709,77383,445
,吉慶里,505,313944,4032,3117,275233,9470,1373,965,211,16611,0,2689,0,241,209886,248597,43
,傑魚里,592,344208,10370,2291,299316,7953,5218,462,205,14486,0,1820,0,2086,225109,270000,78
,上天里,400,220750,4403,2107,197216,5576,2264,931,206,6822,0,1113,0,112,148334,171867,134
,猴硐里,117,68021,488,206,57088,1147,651,524,28,7473,0,285,0,131,43475,54408,1
,光復里,75,41027,421,689,37456,1644,28,253,59,322,0,109,45,0,27238,30798,245
,弓橋里,80,46970,150,2322,40310,904,672,0,103,2293,0,217,0,0,30425,37085,19
,碩仁里,37,22554,70,336,17593,371,45,69,0,3858,0,113,0,98,13665,18626,0
,海濱里,279,183287,3929,943,154983,7156,971,13,123,13457,0,1686,0,26,121802,150107,47
,深澳里,246,151679,4360,767,127769,5983,1845,165,110,8842,0,1718,0,119,97243,121153,144
,鼻頭里,139,85323,4178,504,61261,1889,1062,377,65,15314,0,203,0,470,45417,69886,70
,南雅里,51,28991,1636,582,24100,1236,204,0,3,483,0,669,0,79,18284,23174,0
,吉安里,847,542211,10410,6165,464317,16454,2513,972,506,28101,0,9161,0,3613,355128,433023,61
,濓新里,61,38925,117,83,34573,1639,124,0,78,1859,0,434,0,18,27550,31902,0
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,瑞濱里,512,334269,6002,3774,295396,6035,4325,567,752,15647,0,1625,0,146,231448,270321,218
,東和里,444,282644,4687,2717,240661,8432,1414,178,365,22164,41,1477,0,507,183169,225153,13
,新峰里,874,570033,10488,4790,510530,15439,1341,717,504,17560,637,7465,171,390,396526,456028,716
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,9828,6404623,112290,72099,5496501,220117,64599,10073,6297,348674,1369,55359,1246,16000,4279749,5188113,5680
平溪區,薯榔里,96,49615,737,1245,43948,1263,137,0,83,1498,0,704,0,0,32899,38566,8
,白石里,58,29566,292,12,25833,756,599,0,73,1881,0,23,0,98,18067,21799,0
,菁桐里,61,35840,645,150,30783,1725,111,0,78,2192,0,141,0,15,22909,27965,0
,平溪里,70,39239,518,502,32351,1984,865,74,25,2541,243,136,0,0,23862,30750,18
,石底里,96,77682,330,19,49707,2370,1651,15003,35,8455,0,109,0,3,39162,67137,3
,嶺腳里,167,105539,3003,473,85653,5118,3628,128,36,6604,0,882,0,16,64879,84766,4
,東勢里,82,64411,586,140,52226,2177,452,138,81,8331,0,99,0,183,41280,53466,0
,平湖里,38,20639,496,5,15872,2613,432,113,1,895,0,43,0,169,11784,16551,9
,南山里,85,43859,39,208,33956,1055,1741,0,21,6710,0,80,0,49,25318,35221,12
,新寮里,23,13646,343,210,11969,647,0,47,9,378,0,43,0,0,9264,10940,2
,十分里,165,114685,3986,1043,83074,5300,11103,78,27,8652,7,1042,0,372,63379,94990,6
,望古里,35,23876,987,22,18654,733,1031,0,48,1360,512,149,0,380,14216,19438,0
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,976,618596,11963,4029,484026,25741,21748,15581,515,49497,762,3450,0,1284,367019,501589,61
雙溪區,雙溪里,124,123608,1755,1505,74782,4742,532,400,66,39382,0,403,0,41,61153,109978,1
,共和里,118,77085,330,252,66281,5638,74,523,36,3130,0,809,0,12,51336,62140,5
,新基里,197,134620,1312,1069,107927,8600,5822,1152,126,7337,0,1183,0,92,84926,111619,6
,魚行里,192,126859,2669,810,108431,6126,1472,599,52,5802,24,860,0,14,83766,102195,2
,三港里,109,86663,1779,71,71294,4413,5037,56,51,3723,0,237,0,2,56244,71612,4
,牡丹里,428,289464,5682,11972,240068,10827,2617,1024,233,15012,0,1809,0,220,187436,236832,20
,三貂里,65,90779,881,123,75827,1580,1120,83,56,9511,1399,198,0,0,68395,83348,0
,平林里,256,176045,4722,2121,147158,7331,1566,278,106,10970,96,1669,0,28,114032,142918,28
,上林里,142,85241,2771,173,68786,4987,2357,333,34,5405,0,255,0,140,51991,68446,1
,外柑里,99,63938,1947,414,49263,2657,876,29,71,7380,0,1135,0,165,36694,51369,24
,長源里,73,44132,3928,23,33667,1117,371,137,14,4290,0,441,0,145,25205,35670,26
,泰平里,238,163188,2919,1240,120724,7232,2785,424,51,26821,0,984,0,11,91011,133475,8
,其　他,1,985,0,0,985,0,0,0,0,0,0,0,0,0,877,877,0
,合　計,2042,1462605,30695,19772,1165193,65250,24628,5039,896,138764,1520,9981,0,868,913067,1210480,124
貢寮區,貢寮里,213,141811,3057,929,118206,6049,819,11,201,11285,0,759,43,452,91965,115570,255
,雙玉里,148,112565,2293,359,92831,3849,1655,161,81,10756,0,544,0,34,72940,92674,12
,龍崗里,90,56954,766,1217,47266,2724,1411,176,30,2915,0,268,0,181,36426,46114,89
,吉林里,104,64508,1191,448,50488,2462,1755,107,27,7115,0,763,0,152,38151,52171,0
,龍門里,158,97450,1136,846,82802,2065,1861,190,50,8181,0,252,0,68,63197,77845,33
,福隆里,365,232273,3784,2624,192791,9946,4269,1342,493,14463,119,1736,100,606,148545,188028,586
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,福連里,175,104679,5995,231,86932,4614,1505,82,96,4256,0,968,0,0,64145,81892,0
,仁里里,445,301662,11218,3313,239869,11135,2929,443,288,29520,23,2137,0,786,184658,246560,15
,真理里,467,269263,4701,8461,213426,9308,6418,1259,139,19726,260,3457,0,2108,160164,216000,81
,美豐里,160,89352,1831,1233,76360,2134,950,195,66,6217,0,346,0,19,58124,71116,5
,和美里,220,139344,3303,233,104127,4814,5003,116,102,20602,0,861,0,183,79645,114862,4
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,2545,1609862,39274,19893,1305099,59101,28578,4082,1573,135035,402,12093,143,4590,997960,1302832,1078
金山區,和平里,120,94959,1365,3053,75833,4049,3053,128,100,5070,0,2170,0,137,62198,81324,135
,大同里,173,125662,13464,1609,96100,4938,1010,177,179,7521,0,453,0,210,75886,105448,2
,豐漁里,105,58094,732,151,45247,3664,1321,54,47,5363,0,1514,0,0,33781,46628,0
,磺港里,361,211285,2072,4384,175728,8008,6818,413,207,11229,0,2009,0,415,133513,169070,3
,美田里,1211,816578,29559,9739,672972,30464,10087,1768,796,51340,43,8932,0,877,522206,665818,307
,五湖里,511,364793,5303,1960,294451,12954,4767,278,239,42523,65,2015,0,240,231066,301427,12
,重和里,346,286109,5778,7301,198454,16746,5384,803,116,44845,4119,2382,126,55,160365,247895,557
,兩湖里,99,60811,1738,896,49115,1813,588,261,77,6067,0,238,0,17,38153,49849,5
,六股里,170,102681,3357,674,84846,4430,1814,65,141,6260,0,960,0,133,66079,83913,48
,三界里,137,72619,620,1144,56230,3509,2150,0,82,7720,819,346,0,0,41535,57923,5
,清泉里,195,124662,4282,953,98286,5162,795,126,151,13326,0,1549,0,32,74778,101172,6
,西湖里,58,39907,3464,556,31642,1007,1822,353,22,958,0,70,0,11,24488,32753,34
,萬壽里,92,59438,522,121,51741,2966,566,0,58,3303,0,161,0,0,39998,47695,1
,永興里,137,74911,460,151,66249,2638,1190,130,145,3138,0,808,0,1,49622,58284,17
,金美里,1393,875604,20865,13202,726655,43106,15612,2257,1045,42324,1336,8201,0,1002,563860,713040,268
,其　他,1,179,0,0,176,0,0,0,0,0,0,2,0,0,68,71,0
,合　計,5109,3368290,93583,45896,2723727,145453,56976,6814,3404,250988,6381,31812,126,3131,2117597,2762309,1400
萬里區,萬里里,1163,745194,22363,10274,622789,29132,8070,1294,766,43053,247,6689,0,517,476988,600609,379
,龜吼里,528,449877,20509,8347,298062,16146,7677,1319,327,89616,529,3461,0,3884,235571,388066,232
,野柳里,662,429321,14169,8878,339262,20876,12003,934,459,27163,0,4517,258,802,265470,355529,622
,大鵬里,684,427913,9572,7765,352522,15238,5581,1459,536,30650,33,2078,0,2479,266578,341969,130
,磺潭里,159,96181,2991,637,77250,4777,1639,194,150,7878,0,545,0,119,58453,77383,1
,雙興里,215,196691,4951,1525,126532,7257,7474,3161,134,39451,125,1284,0,4797,100111,170269,10
,溪底里,153,97740,3837,470,80092,3900,1653,155,47,6797,206,582,0,0,60500,78165,0
,崁腳里,113,80440,3143,1053,59038,2101,2129,567,49,5871,0,6488,0,0,44783,66529,0
,中幅里,271,186683,6989,328,136203,4591,4585,299,221,32295,0,1156,0,15,103503,154091,47
,北基里,648,375630,6384,8410,314811,11083,3108,1839,553,24801,0,2777,79,1785,240225,301781,776
,其　他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,合　計,4596,3085671,94909,47688,2406561,115101,53921,11221,3243,307574,1141,29577,337,14397,1852181,2534392,2196
淡水區,草東里,255,200781,14231,5528,102687,13581,26074,1903,156,32149,0,1455,0,3017,80957,179048,178
,長庚里,496,416823,7796,5065,268901,26643,50428,466,345,50201,0,4716,0,2262,216232,365198,149
,清文里,328,224121,3311,4250,157786,11629,18539,1169,272,23746,0,2338,0,1081,123588,190186,52
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,鄧公里,2188,3682472,23069,29422,1868992,100577,38847,5143,3667,1575499,4171,26233,575,6277,1591029,3405915,5739
,永吉里,276,203145,2137,3976,160323,10550,3171,1233,427,18379,229,1618,1074,28,128995,172897,2054
,協元里,449,314029,2840,10324,248496,13921,8361,465,605,21760,1124,5143,33,957,195369,262025,360
,民安里,226,188586,4425,3623,100907,16739,25921,705,73,34548,0,1258,0,387,81072,168752,51
,新生里,191,169597,1310,4344,130689,10165,5365,753,206,10451,0,3926,0,2388,109704,148612,86
,文化里,565,479293,10451,10379,375170,29713,13213,758,290,34876,168,2385,0,1891,309319,413796,1077
,油車里,1647,1316955,21865,29030,1040863,65552,22046,5848,3852,108815,622,15345,830,2287,827669,1119481,4142
,沙崙里,1088,839860,23233,17930,658195,27316,16862,7321,1427,73588,408,9821,15,3744,526194,712594,1184
,水碓里,1790,1404082,23935,18803,1117209,78561,33129,3567,2183,110411,474,12571,191,3047,898928,1189796,1993
,北投里,2875,2772568,35097,59686,2292843,90594,33016,18564,5239,185886,4739,37118,1470,8315,1928408,2408380,6137
,崁頂里,2528,2747326,19508,48657,2085999,91780,36337,38292,5130,362536,7651,38508,1356,11570,1768242,2431667,7192
,屯山里,286,197188,2571,1832,157921,6010,4418,49,730,18256,0,3067,0,2336,118430,157858,34
,中和里,157,132942,6203,516,77247,5101,678,361,48,41921,486,357,0,25,56853,112847,2
,水源里,564,440961,8013,6014,324125,19849,19475,2003,583,52998,505,3267,700,3430,256283,374551,1938
,忠寮里,289,249407,4420,1781,163646,14847,11147,232,895,50128,0,1829,0,483,126621,212382,60
,樹興里,390,395064,3400,9821,276258,19019,7227,6071,528,49629,74,1103,239,21695,234268,353005,1352
,埤島里,480,412273,5790,10637,296299,18301,10876,1162,559,62479,0,4929,0,1240,232817,352333,119
,興仁里,462,512043,4448,2498,263725,19307,6887,2696,200,209493,41,2476,88,185,207932,457265,660
,義山里,787,527757,13430,6184,410052,27946,24931,1033,549,35057,1095,5631,0,1849,315618,433323,80
,蕃薯里,291,231855,3181,5352,177580,9777,4033,782,333,29013,474,1011,168,151,143825,198068,1247
,忠山里,243,180637,8282,2467,117750,8468,10959,614,1593,25043,0,4247,0,1213,89617,153433,72
,賢孝里,405,321423,3694,3890,227150,18603,15310,493,840,48010,474,2529,0,430,176597,271661,14
,竿蓁里,3684,4366864,27713,52955,3040893,180500,75621,34967,4744,683894,3206,235622,1764,24984,2608564,3937536,10964
,坪頂里,445,446305,1820,11305,308490,18378,16860,2972,517,80830,120,2053,848,2113,256915,395181,2406
,八勢里,1993,3184564,35054,48817,1715709,111144,89958,12642,1905,1105731,8511,31066,1674,22353,1487140,2956136,7506
,竹圍里,2160,2137271,15022,38298,1703669,80057,32880,9297,2012,220569,625,25496,1684,7663,1442316,1876152,7039
,中興里,1148,861713,16858,11884,647851,52971,19975,1517,1193,98155,627,7781,400,2500,518129,733832,1783
,福德里,2359,2960874,35318,64651,2038592,117533,65413,13130,2466,546963,6668,61252,383,8505,1748081,2669924,5337
,民生里,2407,2294201,23124,36133,1767785,98148,49565,9001,3510,268665,277,31005,2268,4720,1478973,2012726,8321
,新興里,2315,1920099,18988,28019,1627160,70253,22731,12044,2630,111074,340,21429,1162,4269,1328614,1625402,3670
,新義里,1219,852583,7887,11804,676995,42058,27628,2239,1586,60230,8985,11680,0,1490,529452,707980,687
,新春里,2210,2699858,15009,37871,1659249,96245,24595,10733,4354,815138,3151,29001,425,4087,1368170,2408625,4244
,新民里,1444,1444097,9074,27383,1097228,67992,29143,4204,2955,185771,1762,14251,788,3547,921141,1270097,4246
,正德里,1389,1207487,6813,19436,1020944,41560,20033,3943,1997,74127,1459,14327,1180,1668,842686,1031013,3194
,北新里,909,875991,4007,12045,728405,34979,11840,3135,762,54621,75,9364,844,15915,613525,762434,3565
,幸福里,1218,948580,18033,17084,697484,59695,57572,1683,1797,79048,1435,10091,0,4658,558981,811989,635
,學府里,1305,1067569,17739,13991,831421,46517,22536,4513,1218,114989,110,8857,55,5624,676789,913655,1550
,民權里,1409,1532872,11323,13138,1107326,59973,53999,6924,1449,241477,3579,28896,225,4563,931921,1357846,1970
,大庄里,1802,1678133,15695,34628,1317535,75330,39685,14184,2935,138864,12111,22830,401,3935,1098595,1464898,3216
"表166-F(103年度)各類所得金額各縣市鄉鎮村里統計表-縣市別：新 北 市,單位：金額(千元)",,,,,,,,,,,,,,,,,,
鄉鎮市區,村里,納稅單位,合　　計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
,其　他,4,2354,44,60,2081,6,0,0,0,163,0,0,0,0,1484,1757,0
,合　計,48676,49042603,536160,781510,35089629,2007887,1107283,248811,68757,8145183,75775,757881,20842,202884,29156043,43182254,106306
